sentence_id	sentence	locale	reason
96a2444c53940e39a8e982fe65850c67286492f1c2a4347c587d2c7b9674532f	Sebelum mask ketuk pintu dahulu	id	grammar-or-spelling
a2a36d50c481eeeb81dd660e15f2bc84b43ca3518c8e82c3f562843c31cbb8c1	Dick telah mengalami kecelakaan lalu-lintas.	id	offensive-language
863df6fa9abe8e8158fed70d046dbf8bb233e832f3c67e0a50eff7cf10152c51	Apakah anda makan dirumah atau makan diluar?	id	grammar-or-spelling
b475e8bc279b50e86431e6046dfa00938045ddfaf8209aa7f86e41b1e3d9c6ff	Saya memasukkan tiga sendok gula dengan sendok.	id	grammar-or-spelling
767668e6e352f683f5272953b643f7a1e11051e99f998eb0bb06796efd8727f9	Di atas meja ada berapa buah gelas.	id	grammar-or-spelling
91a7afde6ea234726c1cab45a0471058d8520d853a134f2aafc23f6089ece0dc	Bila aku katakan pada ibuku, dia akan kuatir, maka aku tidak berfikir untuk mengatakannya.	id	grammar-or-spelling
b0053a5ca91aa6d85bb0d5293417adbaa094088aaf01aea4221b8aa75d10f64b	Permisi, apa waktu itu?	id	grammar-or-spelling
8f8ee56c4dc4721694128cf17a653efa68739e01a5569e1af143f28d006a3c2c	Orang Jepang dan Inggris biasanya menunggu di pemberhentian bis dengan mengantri.	id	grammar-or-spelling
7aceb083a9e5dd6b19c2069a3382678732988e32fd607efb0dc6aa154443cd10	Buku tulis ini lebih panjang lebarnya daripada panjangnya.	id	grammar-or-spelling
66a50d7010152568aa2adcbf84ef477f6238f77e2e7ddf25fcd91b44d120f82c	Muiriel tidak ada pilihan lain. Dia hanya dengan menerima kekalahannya.	id	grammar-or-spelling
a27e1f14c23973dbb3bb88f4512640b7d67e1c5fff7429bf648192b744411a60	relajar di negara orang	id	grammar-or-spelling
a906cc1f8bcbfa08a6997e172bc0b05e21b330cec3a1f599877cb7df7c90e581	Dia menyandarkan kepalanya diatas bantal.	id	grammar-or-spelling
61e14aa9a4adc9209d61e43b885c048142828ddade5f0c3a3cd8bd317b112f66	Siapa nama anda, pak?	id	grammar-or-spelling
b0053a5ca91aa6d85bb0d5293417adbaa094088aaf01aea4221b8aa75d10f64b	Permisi, apa waktu itu?	id	grammar-or-spelling
6c4052d71ecb6fe7161c34ae7a0ebc29e345a47c6df2d9e675f6ec02bd5a0228	Tanya rumahnya dimana!	id	grammar-or-spelling
542eef70854bedf39bb154455c64bf0ac66f3fde24cab47a78de32b7aad26dd5	Dia belum datang.	id	offensive-language
542eef70854bedf39bb154455c64bf0ac66f3fde24cab47a78de32b7aad26dd5	Dia belum datang.	id	grammar-or-spelling
542eef70854bedf39bb154455c64bf0ac66f3fde24cab47a78de32b7aad26dd5	Dia belum datang.	id	different-language
542eef70854bedf39bb154455c64bf0ac66f3fde24cab47a78de32b7aad26dd5	Dia belum datang.	id	difficult-pronunciation
b6671ec85bfd210be11a736ab8326098bd49d863c71bd94ea07fc8d1aa24df03	Terbakar dengan cinta.	id	offensive-language
b6671ec85bfd210be11a736ab8326098bd49d863c71bd94ea07fc8d1aa24df03	Terbakar dengan cinta.	id	grammar-or-spelling
b6671ec85bfd210be11a736ab8326098bd49d863c71bd94ea07fc8d1aa24df03	Terbakar dengan cinta.	id	different-language
b6671ec85bfd210be11a736ab8326098bd49d863c71bd94ea07fc8d1aa24df03	Terbakar dengan cinta.	id	difficult-pronounce
a809b1ba81c999e2180f8624c16f1b2ea2e453affb802477b1018af7da7b8a04	Buku ini membosankan.	id	offensive-language
a809b1ba81c999e2180f8624c16f1b2ea2e453affb802477b1018af7da7b8a04	Buku ini membosankan.	id	grammar-or-spelling
a809b1ba81c999e2180f8624c16f1b2ea2e453affb802477b1018af7da7b8a04	Buku ini membosankan.	id	difficult-pronounce
a809b1ba81c999e2180f8624c16f1b2ea2e453affb802477b1018af7da7b8a04	Buku ini membosankan.	id	difficult-pronounce
74137f1497c8e6a3ea1c1e44621ffa292c32cfb2cb232bc92518edef90e8e069	setiap orang punya fokusnya masing-masing.	id	grammar-or-spelling
d14f8015b743293599b726f334a1575f01024e71364a63f90ef92d3304e7486a	Bill membawakan saya buku ini.	id	grammar-or-spelling
cd70a5eee68db971cd15f9674b2101deb322268f1c32dea0a4a9c4401df720e8	Perjalanan jauh melelahkan saya.	id	grammar-or-spelling
cfa5fe4aae3796a135dfdc823f8cd9fe745d8aa3a613bb99388522a93dacb7fb	Kalau keluar dari pintu keluar ini, paling dekat dengan perpustakaan.	id	grammar-or-spelling
b03adb1a0cf63e7cad433125bf88715ecb529eec199f5e4f2aca7d480487412a	Saya menerima baju dari teman pada hari ulang tahun saya.	id	grammar-or-spelling
d36f42e904c781c6a2f2ed5db9a62bcbd1e725d1f849eec3ebd8ea102ce1faae	Apakah kamu mencuci tanganmu sebelum makan?	id	grammar-or-spelling
d0e4394272b0a75c7526f4c0af446082b817a1ef0f94c31ea8e2e8af1d97ace3	Inilah dunia kecil.	id	grammar-or-spelling
d7a7e417ab2977d9f6944a39acbbe18a9d26ebd10301bf824f676054debbc249	semangat melakukan. aktivitas	id	Ada titik di tengah-tengah kalimat, membuat kalimat ini tidak sesuai untuk dijadikan contoh
7b44e6431e7806275af572599e5df4d8ab10a1029c7d70afc0bd48f0bc8c5637	Jadi untuk apakah ini?	id	grammar-or-spelling
dca071202fff601c97aefd8aadff9e39b5fd4996f127d415f832c2e9a4a96a94	Jalan yang jauh dari dari sini hingga ke sekolah.	id	grammar-or-spelling
377002f1be786fe7f0a657ae96de43c52d8a1916349112f0a23b78900fd97d73	Beliau guru sekolah ini.	id	difficult-pronounce
377002f1be786fe7f0a657ae96de43c52d8a1916349112f0a23b78900fd97d73	Beliau guru sekolah ini.	id	different-language
377002f1be786fe7f0a657ae96de43c52d8a1916349112f0a23b78900fd97d73	Beliau guru sekolah ini.	id	grammar-or-spelling
377002f1be786fe7f0a657ae96de43c52d8a1916349112f0a23b78900fd97d73	Beliau guru sekolah ini.	id	offensive-language
163b31e31da73501138459b094a116d2b38a1e403b39ad0a998c9189277c9895	Dimanakah rasa malumu hingga kamu berani berbuat sepert itu?	id	grammar-or-spelling
53af376dfa814c22bfe07ac60a30774f2e842c33bf01957d6f862c909b747015	dehidrasi disebabkan kurang nya cairan yang ada tubuh.	id	grammar-or-spelling
3a02890d8ba6b552497a5d67c3e4cfb682f68dfcad2458a03e7047a42f2204aa	Makan malam setiap hari saya masak sendiri.	id	grammar-or-spelling
4ad97bbbd6deb18b85bceac758784d41c6016a18a12810360160122ebf234d85	perusahaan yang berkembang selalu diikuti dengan perkembangan teknologi didalamnya	id	grammar-or-spelling
871739be7c049f4279cb243c8c1ce91063485a204cc547c22087228375ef1aad	Tiada Tuhan selain Allah dan Muhammad adalah utusan Allah.	id	Berkaitan dengan kepercayaan 
b567390db6cf03ddac9edb793cfe11a0b3d3b0825d8a32ae034854335b4d1598	Dengan berusaha semaksimal mungkin.	id	grammar-or-spelling
be007164980b542850e90eb80fe752f2d45e4cb838c1248ba6198f218a8863c2	Saya memasukkan kartu ke dompet.	id	grammar-or-spelling
aa9abd593e50c73330ea3751d635cc48698b7d50bd4145d5ffc56d9c2994e293	Saya kuatir, mungkin dia mendapatkan luka.	id	grammar-or-spelling
cfa8ea1eee199b24b9656038df3cf9d4273cfff0f53648bdcc17590090d9b890	Saya makan daging tebal.	id	grammar-or-spelling
be7ea67fa36d139a3170e4d077ce119fbb725165318f975403ae336fffb946d2	Letakkan tas tersebut diatas meja!	id	grammar-or-spelling
cceb18d54938045af5fefb49fe04072337c4406e9b89ef7f407422df74e94b91	Ayo masuk kedalam kembali.	id	grammar-or-spelling
e0432ceb95c989b5afd6b1d1fa84876c9ef6b44a506aa862afaa5cafb18c5185	Maukah anda memberitahu saya bagaimana cara pergi ke Shinjuku?	id	grammar-or-spelling
e180fe2d79a02ca13bfc7df7e7e0a909067408e5e719b239f8318103b1b9161b	Kemaren saya menerima surat Anda.	id	grammar-or-spelling
fcaccf992d8408cdc844fb82e366e63795613816b24482cf1d93f8c18efb1e41	Saya kesal.	id	different-language
04b0d9eb1f888bc07f5fea0412442974942f20842d5cea64b3f4b39e5c46bc65	Coba lagi.	id	different-language
ebac931996f98be935154ce8efa7e52f710c4dcc50fff267136e13a020cc6715	Pesta bisa jadi sangat menyenangkan.	id	different-language
f259fdb126a24fa537ad40e349976a4ec5de909eab3540170ce95c082a6162e2	Senja yang indah, ya?	id	different-language
022ecdc21ccad682559801c33ff535099d4ebc20e2e95e3af20a7b645c327581	Jadi kamu dalang dibalik semua ini!	id	different-language
fde026a957e30c01730e07f9e04586e003832c497d058ae212738319199af253	Pak Kimura suka bunga.	id	different-language
feb8fd35f7814dc9d068d44ca2fa1fce294321c839b459762960916045a1c43d	Anak kucing minum susu di bawah meja.	id	different-language
006b87f7f25d723cf1d025f4a804b380c170061231446e0e23e3cc7dfba3e355	Jaket ini sedikit pendek. Dapatkah kamu memanjangkannya?	id	different-language
59a82f9bd8a12b60bf209f38b1d9e6d6a32f15b0d547ad7a6450dceda4b0fedb	Saya mengopi buku di perpustakaan.	id	grammar-or-spelling
59a82f9bd8a12b60bf209f38b1d9e6d6a32f15b0d547ad7a6450dceda4b0fedb	Saya mengopi buku di perpustakaan.	id	the correct word is mengfotokopi
59a82f9bd8a12b60bf209f38b1d9e6d6a32f15b0d547ad7a6450dceda4b0fedb	Saya mengopi buku di perpustakaan.	id	 not mengopi
2a2cd5c4008b910cdd22d85d80c59d4736d1fcf3687aecfc9107f31b95100e22	Aku memiliki kakek dulu yg merupakan seorang kapten	id	grammar-or-spelling
2a2cd5c4008b910cdd22d85d80c59d4736d1fcf3687aecfc9107f31b95100e22	Aku memiliki kakek dulu yg merupakan seorang kapten	id	"Aku memiliki kakek yang dulu merupakan seorang kapten." not "Aku memiliki kakek dulu yang merpuakan kapten."
9018efffe7a42aa19ddf624e431d6f03d6c51bb5a780d018850a3e3908af4c70	Hasil pasti tidak akang mengkhianati usaha.	id	grammar-or-spelling
9018efffe7a42aa19ddf624e431d6f03d6c51bb5a780d018850a3e3908af4c70	Hasil pasti tidak akang mengkhianati usaha.	id	grammar-or-spelling
c35ecd20fb3362325db0812704664fada6dcbe85fffd79efb1f8482013fa14bf	Bila cuaca basah, pesta kebun akan dibatalkan.	id	grammar-or-spelling
c08f8515c6011d65c0aaa99f41daff8b12e8bf2b08f873d452ac9c72f8ed5e89	hemat pangkal kata	id	grammar-or-spelling
d76aedc9755197147681582d697acd996bf63db353ec98587341f5ebe6d3fcec	Di kulkas ada telur, sayur, buah, dan lain-lain.	id	difficult-pronunciation
c23f9cfd83157107f7e6ded2bfb08d36e3176a19ff92d8c0d93f8403107760b7	Apakah bisa mengerjakan ujian? Kalau begitu, tolong keluarkan.	id	offensive-language
c23f9cfd83157107f7e6ded2bfb08d36e3176a19ff92d8c0d93f8403107760b7	Apakah bisa mengerjakan ujian? Kalau begitu, tolong keluarkan.	id	grammar-or-spelling
c23f9cfd83157107f7e6ded2bfb08d36e3176a19ff92d8c0d93f8403107760b7	Apakah bisa mengerjakan ujian? Kalau begitu, tolong keluarkan.	id	difficult-pronunciation
c23f9cfd83157107f7e6ded2bfb08d36e3176a19ff92d8c0d93f8403107760b7	Apakah bisa mengerjakan ujian? Kalau begitu, tolong keluarkan.	id	hybu8308@gmail.com
a6cafff7741b00b8439063886914ed0f59031dd8ca7dee8b37ac8729504219b4	Saya dapat mengerti apa yang dia katakan.	id	offensive-language
e60391de2ad9d314b3789684dcdb4faf4cc8a98d5441af37690762092efb2570	Bila kamu pergi lebih awal, mungkin kamu bisa menghindari kemacetan yang parah ini.	id	grammar-or-spelling
77ae50646a88d4bb0252e69d436855a4ff4e42e07f0aee10402f9495dd5b25c0	Seseorang telah mencuri semua uangku.	id	offensive-language
77ae50646a88d4bb0252e69d436855a4ff4e42e07f0aee10402f9495dd5b25c0	Seseorang telah mencuri semua uangku.	id	grammar-or-spelling
eb79e93723a0590f42a2b621f75da0e34fca5d84c1a79c4d4733acff8fe7b614	Apa yang salah denganmu?	id	grammar-or-spelling
eb79e93723a0590f42a2b621f75da0e34fca5d84c1a79c4d4733acff8fe7b614	Apa yang salah denganmu?	id	difficult-pronunciation
f64ab629452f8c8836fcd91e43853f1b549edc0dd4105d2b86ec7ec21117805c	Pada hari Minggu adik laki-laki saya membaca buku dan menonton televisi.	id	different-language
fb158a075e92e5c34d1868da7c6928511cadb1f38395f837fb8b895eb788d0f7	Semua anggota tidak menghadiri rapat kemarin.	id	ri30QMe8Z
4cd42ac34f8353e44088461d245eab952d8d6f7cb7be72a597351fba62d3f569	Aku tahu bahwa kau memiliki masalah ketika kau masih kecil.	id	different-language
e80744e404c0733d733c2251a1bd125ec907e80f8a61ceb02b9548030ca6b6b4	Sinar matahari di siang hari di bulan Augustus sangat menyengat.	id	grammar-or-spelling
0b80f0281edcda906d0be5535ecb8d9dec23e27596046b63159eaed23c56106f	kereta dalam kota kurang nyaman di bandingkan dengan kereta cepat	id	grammar-or-spelling
3a2855ccd24631529cbf9be171108ef4e43e0a7dae154580768f55e0b8095b0f	Saeb sangat menyegani Horace.	id	difficult-pronounce
168a8dad2ab0f9b9af4292b965629ee70cd52b49d7dff215b9a37c6832ceb5a6	Bis ini akan membawamu keliling kota.	id	grammar-or-spelling
1729e4a01324075fabfcb9331b33cd3b1db915e4f8798da36e505fc31b7b57d2	Tidak semua buku yang di atas meja miliki saya.	id	grammar-or-spelling
9018efffe7a42aa19ddf624e431d6f03d6c51bb5a780d018850a3e3908af4c70	Hasil pasti tidak akang mengkhianati usaha.	id	grammar-or-spelling
06a3e87d7e34a01b3b33fc5020d58b551a7cbfd1e02c4e39c63f728edbf09325	Doktor membujuknya untuk berhenti merokok.	id	grammar-or-spelling
f47799250c497f3bbf28ffd97da68d3f713db45bcfad3a295268f6e238862c89	Apa yang membuat ini begitu berbeda?	id	grammar-or-spelling
128e34ae7001a693059555fc6e8d1c0b1d83a5cf48d941850765f7cf63859feb	Sialan, Tom. Jangan terulang kembali!	id	offensive-language
20faebd4d608121306427a1bd35354691c7df7990df75b8d6ef78175e86b5a88	Selama musim dingim aku tidur dengan dua lembar selimut.	id	grammar-or-spelling
11a8270c88a7b8cb48a2e37346b658b0bfa5281a8bb109d3ecbacad98748f12b	Jim tergelincir dijalan yang membeku dan terluka.	id	grammar-or-spelling
0b26c754e200af32077205829f5899ca3f8963b25f1a141ae270195babdc1c07	Saya menyusun dua buah vas di atas meja.	id	grammar-or-spelling
03f2378f421849b6715cec9f83cd08d151b83681e1829f5021d04bb8a50bacbd	Dia mencoba berhenti merokok.	id	offensive-language
1953547090f7d371af671c4fbaba805a69d6670bc384acaa24d8a1daea35e63c	Huruf kanji ini dibaca "yama".	id	grammar-or-spelling
3a06fe7673f1ee594f928c8d95d3e5357cd7e153f1739ee0e3e8392cd9e19632	Mengapa kita tidak pulang?	id	grammar-or-spelling
3a06fe7673f1ee594f928c8d95d3e5357cd7e153f1739ee0e3e8392cd9e19632	Mengapa kita tidak pulang?	id	different-language
383df395213fbd18e6243953fcbf25fb08f50d5a5a12e6f03e28289209139e56	Dia bertindak seperti orang suci.	id	offensive-language
383df395213fbd18e6243953fcbf25fb08f50d5a5a12e6f03e28289209139e56	Dia bertindak seperti orang suci.	id	grammar-or-spelling
2c40b44340964aaf608a09003bc8cc27a911a0e3fe65062c85988a1ee5f3ebac	Tuhan dan iblis itu mengagumkan.	id	Hi, I'm an experience editor/translator, and I noticed many typos, usage of English, and strange sentences (I believe they were translated imperfectly), so I won't leave a feedback for each of them, but how can I contribute to improve the corpus? my usern
3949301f1a98fff710bc94d92e98cb160a6b9a9b214fbc2a8485fa25f2e26524	Dia pura-pura. Itulah. Itulah mengapa dia tidak mendengkur.	id	grammar-or-spelling
383f1b3db1e6d6c256547750c192692be8fd71d0a5cf3add69f5a047605e95c6	Tom menyiapkan makan malan sendiri.	id	grammar-or-spelling
3da63b8071d61566dfb2c9462ec0dfcc8ae33f00ad0904ef99315d42769b30c9	Meja itu makan banyak tempat di ruangan ini.	id	grammar-or-spelling
4ae872c427a5f321157eedaed8516379a1ea18e4608b9de0c6e2403282caca92	Dari kotaku untuk mengarah ke daerah lubuk linggau sumsel jika menaiki kereta api	id	grammar-or-spelling
9018efffe7a42aa19ddf624e431d6f03d6c51bb5a780d018850a3e3908af4c70	Hasil pasti tidak akang mengkhianati usaha.	id	grammar-or-spelling
4ae872c427a5f321157eedaed8516379a1ea18e4608b9de0c6e2403282caca92	Dari kotaku untuk mengarah ke daerah lubuk linggau sumsel jika menaiki kereta api	id	grammar-or-spelling
4fc26ae736277b6cedd5b511239c581f6904d46945e03e93a36a824981e78195	Jangan biarkan Tom mendengarkanmu mengatakan itu.	id	grammar-or-spelling
4f0683d5768fba11f1a4cbf9280c3205d13833950c092b4405d13fd911dc1529	Apakah di luar dingin.	id	grammar-or-spelling
a63267253c05e0720dce2ef154baa51788e02a9e0a1294ae9e3b4abd2273169e	Janganlah berduaan di Masjid, itu kan tempat ibadah..	id	grammar-or-spelling
9018efffe7a42aa19ddf624e431d6f03d6c51bb5a780d018850a3e3908af4c70	Hasil pasti tidak akang mengkhianati usaha.	id	grammar-or-spelling
383f1b3db1e6d6c256547750c192692be8fd71d0a5cf3add69f5a047605e95c6	Tom menyiapkan makan malan sendiri.	id	grammar-or-spelling
2ae8c9d217378d4d6148e0131eda4503a3ab3c4392752d4cc62b2a89b5001cc5	Bagaimana wawancara anda telah berjalan?	id	grammar-or-spelling
5b4347d8541204f3502c9ccd2732f8df747dcb60ea2db109a30254baf98d7d6e	Membuat hal semakin buruk, lalu lintasnya buruk.	id	grammar-or-spelling
49ae671c560e2a35e617bb6a69e47bad68c1bd1759f6b731fb0639a2f796294d	Amin.	id	Terlalu pendek - too short (bkn)
60f8ecd9fa8868b5a76e5f58fe1cd51ce5f2189526450ebbe6a2dac0e897bbb7	Orang menebangi pohon-pohon - tidak semua - disamping jalan.	id	grammar-or-spelling
37d91d1bf58fb7aa6e56b87a64e62be1820750aadeb848f4eaa37a249a9f20b4	Aoi menari.	id	different-language
678b8d10e7052dcc5268440cb228bae00f08794f8a89ca3b5de56630b44db97d	Mobil kami mogok dijalan itu.	id	grammar-or-spelling
64949299baf652b92f17f36c30c6e1f4d5fa4264c7b3213a108740c1795c5931	Dia sedang mendengarkan radio dengan earphone.	id	different-language
4a0b2707f14a8ba50534efa70e5497aaf95c572cfc0b20559b187f982e0007a1	Di situ ada berapa buah sapu tangan.	id	grammar-or-spelling
5e0f4556a479306616bf9c40fc8aed226c11a755ea06b16730d9f227177a601f	Dokter dengan pasien nya.	id	grammar-or-spelling
48f778fef87ad2e6c911b910f0a5c92f54505f87c267918b191cd3d875227c0c	Banyak muda-mudi yang merilis masa dewasanya tanpa jalan keluar.	id	grammar-or-spelling
67b7436e908c247ddfc0ad8601eda70ea42e7b6ab6fe1e7634a8c90e24c5eeca	Semangat!	id	bukan kalimat (bkn)
59f3198bb4dbcc4c3c705701a6e7b32b8092df2278b8c8a636cf8ba14eeb3134	Di cina, kami meletakkan nama keluarga kami didepan, kemudian nama kami.	id	offensive-language
638da39d6e8d86639c71ce56a397e45e4806ff02937cda4c6291a27c3a91ccf4	Kamu sudah membuat keputusan ke belum?	id	grammar-or-spelling
377c839acf4632044509adedc04e5f9ca2a02f8aed9df7638bcc90acc09c0c2f	Ini merupakan sebuah masalah, bagaimanapun kamu melihatnya.	id	grammar-or-spelling
649ea25b0c8a32863bc612d356576bf8ec0fdfcb54b0bf0ed51e907737d57971	Anjing itu dibuat agar menggonggong kepada orang asing.	id	grammar-or-spelling
4a0b2707f14a8ba50534efa70e5497aaf95c572cfc0b20559b187f982e0007a1	Di situ ada berapa buah sapu tangan.	id	grammar-or-spelling
646306e9c8fe5c134164c3a2c2f02462b658a6541cc0fbe18a5d98d59d41de52	Siapakah Mona Lisa?	id	grammar-or-spelling
5e183bd4103e48ad85570ec6359e14865d37e5f7c69c32bcba1e21b88a47312d	Aku berikan kamu kataku.	id	grammar-or-spelling
60136dea3a9bc208cc224848d92a18e4da789213c33c478d4aac6b742c271c54	Jagalah lisan mu.	id	grammar-or-spelling
7490d01d3a91ba0e78b8ca2a1ce7449932f2034726a1fea7689ae047c40633cc	Ken mengkoleksi uang-uang kuno.	id	grammar-or-spelling
062f068c80ffcdac642a722519dc8d041e43ab01f0ce2c1a9bb1ab27398dc81f	Hari ini bapak presiden mengunjungi kobran gempa di Lombok.	id	grammar-or-spelling
4bf9b1a37ffa0fe42b60d4212ba9a80e3be3eceaaf3fd0095e5385eb52c91ab8	Kamu memakai sweter terbalik.	id	grammar-or-spelling
5821d62e7e336051ba43ef1cc3d849d4a1212e2ec4f667e64916a8e4f675c461	Buang lah sampah ke tong sampah di sebelah sana.	id	grammar-or-spelling
601bac7d435fec053edf04626d8ab0d69548645bb83ef43178dff40fca7d2d38	Dia yang berfikir telah cukup belajar, maka dia tidak belajar apapun.	id	grammar-or-spelling
662d972e1dc50e99259a3c26eae12493511624c10d6502e59255fc09681b68d1	Bisakan itu diungkapkan dengan cara lain?	id	grammar-or-spelling
6d052e85df4c304fb68dbed39e39b0abc028de277942fef691cbccd40219b891	Mie buatan Indonesia sangat di minati oleh luar negri.	id	grammar-or-spelling
9f38beded0c88a83cdafd2805ccaf77a4dcb752ae46d76da81e3c1d129fea8ab	Saya puas dengan makan malam stik.	id	grammar-or-spelling
74b7ad1e9edda7fdb8929faf306e4b1eebda05caee9ba07aa15d95cc361564a1	Besok saya pergi ke kantor awal.	id	grammar-or-spelling
4540c032166fcd195954853dbf36b593e6ad10b7673783559dab40302fbfeac4	Manjemen limbah pabrik belum dilakukan dengan baik di indonesia	id	grammar-or-spelling
7a8504771382630caee1dc907b4ff30011edcdc73a1712133a60ebf18eb43d29	Terusan merah terlihat bagus dipakainya.	id	grammar-or-spelling
9018efffe7a42aa19ddf624e431d6f03d6c51bb5a780d018850a3e3908af4c70	Hasil pasti tidak akang mengkhianati usaha.	id	grammar-or-spelling
67f329a985a261e472002e730b8d6fd732ca90b80b97e03af037a030420ea50d	Kapan taksi akan berangkat ke bandar udara?	id	grammar-or-spelling
8ded0ca9aa8534eb074a346f50b5c391d767231ce05abfe0f5e60514e3dae5ef	Shougongsha adalah teknik dari Cina kuno yang digunakan untuk membuktikan keperawanan seorang wanita.	id	difficult-pronounce
8cdf15bfd01731cafc7d25396a8832e990e54221e5a63373f1e843ef778e86d0	aku bilang macem-macem karena udah bolak-balik ke dokter gigi	id	grammar-or-spelling
b1ef2c0ec93ef37b65bd97615b37d7943a626bf50a3aed2e38c59e32247a5bc8	Dia menyuruh sekretaris untuk menterjemahkan surat itu ke dalam bahasa Inggris.	id	grammar-or-spelling
b6dc33ed4e0636e4d066ff40f71f6dcbedb85064535d7e871803e5ee9b7b55ec	Dia menahan lidahnya dan tidak mengatakan sepatah katapun.	id	grammar-or-spelling
a8f134778c194ba0aeeb07b3e1bcb6d37084d72463f2eb67a9c48e974891efec	Saya membeli sepuluh lembar prangko dan tiga lembar kartu pos.	id	grammar-or-spelling
b518dc92484e2aefe0203714908267963598ef7e01c7a9e69366e547b96b1643	Jangan lupa ya datang ke acara ulangtahunku!	id	grammar-or-spelling
9018efffe7a42aa19ddf624e431d6f03d6c51bb5a780d018850a3e3908af4c70	Hasil pasti tidak akang mengkhianati usaha.	id	grammar-or-spelling
5adef41292ec66abc49bd1c7317b3adde9f2cb279b03b3df53e912ecea4b4564	Dia memiliki banyak untang.	id	grammar-or-spelling
062f068c80ffcdac642a722519dc8d041e43ab01f0ce2c1a9bb1ab27398dc81f	Hari ini bapak presiden mengunjungi kobran gempa di Lombok.	id	grammar-or-spelling
96a2444c53940e39a8e982fe65850c67286492f1c2a4347c587d2c7b9674532f	Sebelum mask ketuk pintu dahulu	id	grammar-or-spelling
8345caeeb31458c90a12eb777155fb9ef2d35677eb94e7be33efd184637297be	Apakah Anda ingat Tn. Saito?	id	grammar-or-spelling
a27e1f14c23973dbb3bb88f4512640b7d67e1c5fff7429bf648192b744411a60	relajar di negara orang	id	grammar-or-spelling
e5e7590512d00c35e30c7eef31e5189b8f92a6373d7a8331004bb09f83295547	Ini bukan urusanmu.	id	offensive-language
383f1b3db1e6d6c256547750c192692be8fd71d0a5cf3add69f5a047605e95c6	Tom menyiapkan makan malan sendiri.	id	grammar-or-spelling
42faa14a4d06c02aaee39183e9d7e8c09849a8c4dfa5da0861ebc0f2e3f058df	Panitia telah menerimal proposal itu.	id	grammar-or-spelling
ff4702e704c65b18b93d62fab54ec1e1a5340cbb1e6d8f5fdd8a881fa6dc9515	Apakah kamu pernah berenang telanjang?	id	offensive-language
062f068c80ffcdac642a722519dc8d041e43ab01f0ce2c1a9bb1ab27398dc81f	Hari ini bapak presiden mengunjungi kobran gempa di Lombok.	id	grammar-or-spelling
0c9c39a6b2e9332f6d8899444595c63fa2d13219422a7c212adf25a7dea035a5	Beberapa orang berpikir makan dirumah lebih baik bagimu daripada makan diluar.	id	grammar-or-spelling
b276e8f523157888fe8a22cb6511385ffdba423ad3a248a8596068123721a1a4	Anakku, berhentilah mendengarkan didikan, maka kamu akan tersesat dari perkataan pengetahuan.	id	offensive-language
062f068c80ffcdac642a722519dc8d041e43ab01f0ce2c1a9bb1ab27398dc81f	Hari ini bapak presiden mengunjungi kobran gempa di Lombok.	id	grammar-or-spelling
2a0c7be1fdbc7b7124c939ed0f6856cdab8d5a05c29131c3dab8f54afb9565e4	Mulut mu harimau mu.	id	grammar-or-spelling
1ec9bc9488eeee9cb82c67f58c1872bf556a08e04acb3adb52f5795905f0a6c0	Bapak Lee menulis surat dalam bahasa Jepang.	id	difficult-pronounce
1ec9bc9488eeee9cb82c67f58c1872bf556a08e04acb3adb52f5795905f0a6c0	Bapak Lee menulis surat dalam bahasa Jepang.	id	grammar-or-spelling
1ec9bc9488eeee9cb82c67f58c1872bf556a08e04acb3adb52f5795905f0a6c0	Bapak Lee menulis surat dalam bahasa Jepang.	id	offensive-language
1ec9bc9488eeee9cb82c67f58c1872bf556a08e04acb3adb52f5795905f0a6c0	Bapak Lee menulis surat dalam bahasa Jepang.	id	Retas
0991dfcdf809664ea1689698c814de6fbe171b8c9107755b24efadc9c8acb004	apa agunanmu untuk pinjaman sebanyak itu?	id	difficult-pronounce
01729fa007b1ca05e3fdfa36df09fde8682f2998326ac08d804f52bbfaa37e2b	baju ini sekali dicuci sudah muntah	id	different-language
04e40edcf1146a5570d70caa95a45d1e5c2d690dbe6bebe67b103e6609edf29d	biskuit itu sudah lemau	id	different-language
0207ef50dfc5f0d3b338bb14d95e5f7c2809fff767d91f91e02ec11cf250ca69	Bagai jampuk kesiangan	id	different-language
06de10f76e65611f7e08d81fe2ae1522970560b51be517774cfd3033523e250f	Terima kasih sudah menjelaksan kepada saya	id	grammar-or-spelling
01b39ef534f8432031cdc0089ebbaaf8ef7b5c8ddb0970b4eafdf500e37d4f66	Sirih pulang ke gagang, pinang pulang ke tampuk	id	difficult-pronounce
078ca5657a735df9d4131b07d4ab4451061bcc275e24f3dc29a1ab1ea9bc1f7e	boleh tempoh sebentar kalau lelah	id	different-language
08cf0e16ea2cb00ba76601efd4665da80b9cbf59686bf3f1e0d19c229d134c45	Bagai denai gajah lalu	id	bahasa yang jarang digunakan
06017405dce9ce2466be2175af044abcaac48e07cc7dfce449a36cf9da476929	Seperti tidak berjejak di bumi	id	Hapus data tadi
