sentence_id	sentence	sentence_domain	source
1a4924a9cb3ce63e23c379f68321ccdba352652448ccfa23fd823d0de12be9c9	ai, dari mana kauperoleh bunga-bunga itu?		example sentences from dictionaries
1a4e15b351955b204e02a0a26138ffe88a702f541da8d80427eb54fca8a15c5e	Gurita ini bersembunyi di dalam tempurung kelapa.		http://tatoeba.org
1a51b4c957e43a5d6662e299e893bec5de4aee39fa51a3b9fcbf6346dad4b0ef	Anak-anakku tidak memiliki kamarnya sendiri.		http://tatoeba.org
1a5d9c730319dda152101b845e9a2ca003554d06fc84f06a04fa3b434491125f	Mata dan kepalaku sakit karena menangis terlalu banyak.		http://tatoeba.org
1a5ece6902c56c948f5712c825b119cb88c2e884555d126963e6db1be452a242	Dia membeli tepung terigu dan minyak dalam jumlah yang banyak.		http://tatoeba.org
1a65ec5e6e5c0470dbd6f0fbf698f58a695e32a78aca362f59a5980c87ed71d7	berita itu menggoncangkan orang sepenuh kampung		example sentences from dictionaries
1a689d66c3056b354272ed67d51494a180e9d6a0d8bf813384d43546fa116093	Senni eng boshqa deyil, aiqonus mashinasi hisoblanadi.		https://hf.co/datasets/nyuuzyou/chatgpt-in-russia-qa
1a6fa88719cd987e8cd3d7ab4356e50f576f18a0fe696b30119c2d46a472c1cb	Saya sepenuhnya setuju.		http://tatoeba.org
1a796d4402dc7a346834d69c8de7258f5327a11214939290212f9736e88fdab6	Getikkan puru dibibir		Peribahasa Indonesia (Common Indonesian sayings/proverbs)
1a79a0f28e52f336fec29d52560a8e336055b0ce1b4254a9f581451c56f97c68	Betapa lebih baik memperoleh hikmat daripada emas, dan memilih untuk mendapat pengertian daripada perak!		Amsal Salomo
1a7c763362f90a8b2dea0c6d63a304d8fddf8fd3508685042b521a9ba20ea0af	Semuanya tahu kalau dia itu berperilaku kurang ajar.		http://tatoeba.org
1a87a815775a26c416cef5f947a80e93f891e9ee5a1f8357f90459207b8b39b6	Pekerjaan itu harus selesai sebelum besok.		http://tatoeba.org
1a8e6941bdc422258274288a35719be2674490ad5eb8c819e92c822bb701f020	Berapa banyak waktu yang kau butuhkan?		http://tatoeba.org
1a91919d491719c28c1b5acafaff5688179c5d94a96499bb8d16f905dca5982e	Apa warna rambutmu?		http://tatoeba.org
1aa3b9a4db4a8e639fe6c1064e6d21f83866af8e125202943bcbd801ab82a3c6	Kulkas kecilnya kotor.		http://tatoeba.org
1aa9f3c49f376c20adcd4b792bf21ab1d5acd895b8228953e5d38a5816412d9e	barang larangan ini tidak boleh dimiliki sebarang orang		example sentences from dictionaries
1ab53d0bc746099ef8396b99010b6712ab521ce58647740c5ec27fb6647f3ff5	Aku meminta bibiku menceritakan kisah perjalanannya.		http://tatoeba.org
1ab7a2500e3abecdee36c29344f116031b18b2fddb276b11d4bc776bb33e42a0	Mobil itu mengeluarkan asap tebal.		http://tatoeba.org
1abef4f866d75854c2728d1765c0d6aaee3c30683997bdce2e624de715b1a998	Orang yang pertama kali datang kemari adalah aku.		http://tatoeba.org
1acadfcdd10cab29e4b24038aecf8237fdb6b7d150635fc4a49561d9e4842fc9	Jika dia datang kemari, aku akan menerimanya dengan tangan terbuka.		http://tatoeba.org
1ace3d772544f633f3e36e96616a1a53134877baaf2bd04ea53f65ee499a700a	Tom bertindak atas kemauannya sendiri.		http://tatoeba.org
1ad070b96c357a64bd33567fed0d59612d62c95cf2d5d31aa720d2e838d6d6f0	adanya pegawai baru sangat memperingankan tugas saya		example sentences from dictionaries
1ad089279265c393bf8f982a12e07ab14d8291ef451663ae226e67726127ce25	Amerika Serikat bersedia mengupayakan perundingan untuk perdamaian dunia		example sentences from dictionaries
1ad72b0a55890f3b90ef8c3b9d5b13d8e14998f869d0b4921aeb6ac1f28f15d9	baru-baru ini dilakukan pelautan ribuan becak hasil razia		example sentences from dictionaries
1add775e37ee83ad601aafc908a68c4b9db3a532c09efdd9dfd621327f332702	bapak membeli selusin piring pengga		example sentences from dictionaries
1ae9f957368ea96391bf448a8c336351eb92941c5180582319ff3efa0e016a3f	Kemarin, jam berapa kamu tidur?		http://tatoeba.org
1aea00d512abc3706253c179ed45d537c11a0ac01ce0ef08c35bcfac8e4f2767	baju tempahan tampak lebih rapi		example sentences from dictionaries
1aedb50ccafc5ed7ddea6441962d66ebaa60433762df43a772f180061f34aa2f	Kebodohan adalah kesukaan bagi yang tidak berakal budi, tetapi orang yang berpengertian berjalan lurus.		Amsal Salomo
1af0cffbc17657c9bf9650fe6a3e5d4f6e73994c0d05c5ffbf742f9f7c5698f5	Tom berbicara dengan gagap.		http://tatoeba.org
1af9d4087dc53b311d55af84e21d855a1146d6832418cef4db8ebd8c63426473	Tom adalah seorang mahasiswa.		http://tatoeba.org
1afffbabaff08f0e2bea6add2c52a954a7503476539af31d8db04bc05aa2ba3a	Kamu hanya harus belajar dengan keras.		http://tatoeba.org
1b037a20f0aa8ea22a030c76d9dff669d54abadf8d95cd44a53848686ca26fb6	bertimpa-timpa surat datang		example sentences from dictionaries
1b08251bc89b270f02c3ba85e9f2e389347b1a34d1e6623e1c57ac8048c67924	Hal yang sama terjadi setiap tahun.		http://tatoeba.org
1b0831cc797ce6f888bd8d6aa19c1935c8c3dddffeddb52410e45d6ef11548c3	Dia meminta lebih banyak uang.		http://tatoeba.org
1b09dd639732723ba59b882c55b4257011f49a74668a394f44e0e3651dc8538f	Aku tidak bisa hidup seorang diri.		http://tatoeba.org
1b15acab06322bd17345f9df06c5ead98c54509e2fe6f9833e2fba1dd65da316	Aku melihat Tom di aula.		http://tatoeba.org
1b15fb7bfd3e13c5da46615d68ea28232b4b1141933bfc80042a288a1d506f32	Kau harus membuat masalah agar mendapatkan keuntungan.		http://tatoeba.org
1b225e494c28eecd3e1a037ade28ab6e4445980df44ec90a5cb7049a3d8c414a	boboklah anakku, hari sudah larut malam		example sentences from dictionaries
1b3229c1a198fc813fe881bbc8fc791e9117b5bac288d4a1cf36cd25c9df8922	Tom di sini untuk melindungiku.		http://tatoeba.org
1b36802da262880ee7c9acc378b95248754f374fbcc5b099b30a267e17375604	Menyerah bukan jawaban.		http://tatoeba.org
1b37e1ad2a70291039c6081c967d9ed4d1355ebca17ce38928edd7dc18456978	senatus, us n - senatus, senatus, senatui, senatum, senatu, senatu		https://hf.co/datasets/nyuuzyou/chatgpt-in-russia-qa
1b38407543318d63678ea32a8e7dd9d4dd4b338e2ee7f9cbe9529ead4843fd48	Kapan Anda akan pergi ke Paris?		http://tatoeba.org
1b40cff1ce2320c7144b469430aa7f9683c49535a2064b02fd65657f9182ba6a	bagaimana timbanganmu		example sentences from dictionaries
1b45d0fbf93be29e1ba25abf63c401b57ee6103b24a46a8729f3e7c029ceaa7b	anak itu menggelugut karena demam		example sentences from dictionaries
1b46ec02c1c0e2f22f633504c1df202e3712ec6ed43382e270d35fe30cd2f531	Orang yang lebih dahulu dalam perbantahan tampak benar, hingga orang lain datang, dan menyelidikinya.		Amsal Salomo
1b4dc60b82a2d7a497fb035b1d2227f910b6b6394b33241d1c8932dd328972b0	Dia berbicara dengan sedikit menyindir.		http://tatoeba.org
1b4fe5a659ce404304ed8fedf139738301dccbe3ed56843c3eb8e68b140b4314	bersama surat ini, kami sampaikan seberkas laporan tahunan perusahaan		example sentences from dictionaries
1b57564560f755ca6be44bb1eeb39c9c5a25ee58d2ae8a77c0012b05e1ff6ad7	Bagai bumi dan langit		Peribahasa Indonesia (Common Indonesian sayings/proverbs)
1b581c9a58d413adc413dde74bc4f1c77b07b965a340ce38ae5e257aa0be1552	barang-barang di gudang itu adalah barang pindahan		example sentences from dictionaries
1b5baa8d2d4f468390728985cbcdea3e94f3f476cc628512298620d2ddfb47a1	Kami menamai anjing itu Tim.		http://tatoeba.org
1b5c5a98b891c1f38a99bead4c29babd2864455dbdaa4fdb6d847b987b2721f9	Bagai pintu tak berpasak, perahu tak berkemudi		Peribahasa Indonesia (Common Indonesian sayings/proverbs)
1b689053489107bd19d7861c1cd6b5dc31286ce1d297c13a7608da912d29583e	Tom mencoba untuk tidak menangis.		http://tatoeba.org
1b6d0fe0b98654a26d5de103a1e9d9324b1335a7c189acb3a0cebaac6ef4f9a5	Tom mengajak Mary pergi menonton film bersamanya.		http://tatoeba.org
1b76d47f02fcad1f0ce0c0f423a42d543434c815ab54f4ac046631ef1d2c5b20	belum tahu laba rugi		example sentences from dictionaries
1b7b8705c1066d8d867137f9159b239e9c41a4fef411cd8dd789981ed1655132	Maaf, bisa tolong ambilkan garam dan mericanya?		http://tatoeba.org
1b7b8d3afa22f9c00fce219ceb41c70b4a9a915fcd115e28b95c25988ccccfad	Sesal dahulu pendapatan, sesal kemudian tak berguna		Peribahasa Indonesia (Common Indonesian sayings/proverbs)
1b7d50df57ceecaad239a6eb83c367f0e42640467fef09bef8c8e76b88739e13	Tom keracunan.		http://tatoeba.org
1b8283e70f250da2f22758eda2e95d595b487ead8e7cd7852b4f8fec0e732a46	Udin bermain gelembung-gelembungan		example sentences from dictionaries
1b843810e315a3b5391f8f9d26d726adaff5a4de208e35a3e90d4654f0dc9030	anak itu hidungnya ingusan		example sentences from dictionaries
1b856cd9be998f332b35f6619b6f84ceaf284a029d1b9e3e71e07a8cacddadcd	berdiri bersuku tunggal		example sentences from dictionaries
1b8ecae89b2d1670f570713d086026b17b5f04bd164b3194a84db3229883b906	Mereka lupa mengunci pintu.		http://tatoeba.org
1b95bc5de5867822144b377c46596b108500e0f0a5c9392eda3a5d84fc068012	Panggilan terakhir!		http://tatoeba.org
1b96ddc1371336651ec623ec52aaf70c66c76b67ee504d8fc85be2cccf6a52e8	Saya mempelajari 'tap dance' ketika saya masih muda.		http://tatoeba.org
1b97467ba17221ac8aabae763dcca578ab90168d551fa8c2105e5dbe3e1ac608	Angan-angan menerawang langit		Peribahasa Indonesia (Common Indonesian sayings/proverbs)
1ba212482e7376f9a28758a01dadcdc5b6fe830782a519f5cfb6d1bcda9147e4	Aku tidak tahu di mana kunciku.		http://tatoeba.org
1ba6c90f54ea0f032ecb100a2e38b5a968d4d78396e702e62920dc50e82291b6	Aku akan memberimu sedikit nasihat.		http://tatoeba.org
1bb6294cd642d2b72f1ea70be63d710edbcf5257728605bf42da90728912be23	Berapa banyak yang kalian habiskan?		http://tatoeba.org
1bb727425e6b09d78b14e1fb36b3c353e685fa63401f0fac7e1513a5c99e9e98	Tom sepertinya bimbang.		http://tatoeba.org
1bb9a3687a8fe4b2c7d60f1e016877c6ec2baab634b4b414bb0ad2a28427eee2	Akan memakan waktu berapa lama?		http://tatoeba.org
1bc5f6ed7e9af6274d3323d198829fd30ea626d98f53b3e69875db0626262675	Belajarlah dengan rajin, maka kau akan berhasil.		http://tatoeba.org
1bc771a35375b77fc17613b8999ab2c750ca5a6c2e354bcb841cd272664eb105	bodinya bagus sehingga segala potongan baju pantas baginya		example sentences from dictionaries
1bc9fad646a3e18f6947c1be1d2b5b3afe55d6d70d61ddc4ec69fa9c0bd7fbe7	Aku rasa kau tidak menerima pesanku.		http://tatoeba.org
1bd0ca6121583bbd284178b8efb7eb606b7819101c5d97ff57e2cfff0950b4b0	Ayolah!		http://tatoeba.org
1bd234a51451c8645a47faaabd5d81d590eb5fef32b659ca56be40a9c8cf2f50	Aku akan membicarakan ini denganmu nanti, ok?		http://tatoeba.org
1bd62a93d306b67c2a278e605d7f8b8df276e12c022a1cf54803d53baea8ae35	banyak terima kasih		example sentences from dictionaries
1bd7a858fd784acf51424724302bca30c4e6afb761c10acbf316ad6faba46dd9	baru saja seminggu lepas dari penjara, ia sudah melakukan penodongan lagi		example sentences from dictionaries
1bde8911df95affaf39cde94c283565d050919448b47a553b5c8421f89b3d0f2	Di mana kamu mencobanya?		http://tatoeba.org
1be111cf31c0c2b466d46598623a5b34ad161974f582917dccf71ef8786dff8a	Sepanjang-panjang tali tidak sepanjang mulut orang		Peribahasa Indonesia (Common Indonesian sayings/proverbs)
1be4f99bb1c0c19bfe2c7cd53d678d4c05dcf08d9806dd74db4a439571979b11	Nasi kuning yang dijual di depan stasiun kereta Kalibata sangat enak.		http://tatoeba.org
1bf12c0ea5c642fe168d630bd419c528e1677b7031152b98c232b256d44f8338	Dia selalu sopan santun.		http://tatoeba.org
1bf5fed0ecaba0ef067a9ef5f9313b1bcabd004eb95b259af4184838cd4f7ff7	Hanya itu kemungkinannya.		http://tatoeba.org
1bf73ac52ca093d82a6a746d7f89bb7cec10b9f11dafa70b759dc94892939fd1	Tango tinggal dengan seorang anak laki-laki di sebuah desa kecil.		http://tatoeba.org
1bf9a0d53403536facb70bcf8b4c0dd3cb1f0f7a3a4928648868d02172d316c7	Ayahku tidak membiarkanku menikahinya.		http://tatoeba.org
1bfd684821e35cf45623c6b014ab0c043957865b48d36c11691c33e7ec7f3fd2	Bibir orang berhikmat menyebarkan pengetahuan, tetapi tidak demikian dengan hati orang bodoh.		Amsal Salomo
1c02ff9faa05a7ac4f2282e01a1f6dc091548814a6f7c89a6cebed0eefcc1d06	Aku ingin menguasai bahasa Inggris.		http://tatoeba.org
1c04c519b1a88d95ebdc3c6fd1f7f869ce290841d6923aa058a552b7281c3524	saya rasa tindakan itu kurang efektif		Self Citation
1c07a7ffc1f827d4352a8e8ba0b099a3409352cfa0970a604d17c6d423ec1bd2	Jembatannya telah dibangun sebelum waktu itu.		http://tatoeba.org
1c0ea6e619aecc59a328efd53280456eb7a3d93d64938321f2ec451ab89d8a53	Keluarga itu makan malam bersama.		http://tatoeba.org
1c1054189f8ba07162ff24d847127f615b236455dc8ba86efc2a688e82d37bb9	bagaimana saya hendak menopang kata-katanya		example sentences from dictionaries
1c14bdd6071398aeac5f1abd0becbdad83d2b8c4bf4f41b94bb8f1d5ad599cf7	Apakah jam itu bekerja?		http://tatoeba.org
1c1ab39ec127b19771d3fafb23a9f27a2772d195dd396eb13a8a3390d2ef3769	anyaman bambu merupakan hasil kerajinan daerah itu		example sentences from dictionaries
1c1ef567ac92d8b99cf44526e0d8295e5339c9feb30c444457a6c428701b12b9	Sepeda listrik sangat mahal.		Self Citation
1c29b19b4587be94a75600656062739a87a0fa01fabfccc85cb012d44ad4e6d5	Tidakkah aku berkata begitu padamu?		http://tatoeba.org
1c2f46fb0138eff0dd24c0e0969c39f08a4d5c44ea561032d43f445caa886b0e	belum semua pegawai negeri di kota itu bersumpah		example sentences from dictionaries
1c2fa71149dbd45216b39f081cd3665094e1c1bf4c829e7a2d8feb6c2f86af4f	Tampan sudah, langgam terbawa		Peribahasa Indonesia (Common Indonesian sayings/proverbs)
1c3175be4fc327fe74da5258458dda892a3018a9ea55cece2f931ddbd4fd6032	ayam mengerami telur itik		example sentences from dictionaries
1c3521ca3fb165155c8de8ea9eabab1a0e13a07cf206daaba7ba6736f1e45723	aku bekerja karena kewajibanku dan karena mengingatkan engkau juga		example sentences from dictionaries
1c3684d4c3c7761df0e40d63b004cabd4c73164b41a55518d5db57b6e9cead37	Suhunya terus turun sejak pagi tadi.		http://tatoeba.org
1c39d7482ef14c149b09a4cf8902c752e224db07bf4c10e50f97a1a79f89d33d	Tom sedang membaca buku.		http://tatoeba.org
1c4047239bb4b61a51835fd6ec1ad1ca392af3afe7609a7fe03a2b467717c638	Dia lebih baik daripada saya.		http://tatoeba.org
1c48c0203da81209d667b0528eda733978558a7f7000baff526fc72ea4d1ba1c	John dan Jane dulunya adalah pasangan suami istri.		http://tatoeba.org
1c500de007ca24f34fec2a8ecfa431b378e8065a53a801f160f8286e57dcebd1	Sebaiknya kamu tidak pergi.		http://tatoeba.org
1c508492f7d2379e32704b2e5c65f11ed1080bf31b90f76536c685870848308b	Kamu pemalas.		http://tatoeba.org
1c53c8f35ff8d6ea529f22366762ad49eeed2766af2f6c60b22b98a8fa6ce706	beras berkarung-karung		example sentences from dictionaries
1c55510be7e2dfbd2b5356a4ff0392e2ea64073d3b9174c6b485b4d1446253a3	sekian itu belum pada juga		example sentences from dictionaries
1c579cb592a8fdb7d03b841302e36383d2acf67e37e611a4abe8b51f30aad546	Air sama air kelak menjadi satu, sampah itu ke tepi juga		Peribahasa Indonesia (Common Indonesian sayings/proverbs)
1c5a2bf9f078bfa24cdb04703213091e95f9903e5a5b170d64eb77727ecb98b2	Rapatnya dimulai pada pukul sepuluh.		http://tatoeba.org
1c5fb7361b05681b0b2b885f5964a4f9d45a006bc4ade5dddbdecfe592ce0fc1	Dia memiliki dendam padamu.		http://tatoeba.org
1c732b77d1c53798507e65b7f20992b1e204d140f717883c866ad8abdce4ab64	Tampuk bertangkai		Peribahasa Indonesia (Common Indonesian sayings/proverbs)
1c7d7d0192cd4276f214ec13a1b3af04415a89d1dbdabfb3ccee6bc97bfa15e5	Saya punya asuransi jiwa.		http://tatoeba.org
1c818a974aba314eff159344736139e0b906df937c3d8f7b2820b3c544f79774	Kerongkongan saya kering.		http://tatoeba.org
1c8245d897f2a758f070aed6b18379e1b7c8ac04993c8a34b966cbf315e6cab5	Siapa memberi perhatian pada firman akan mendapat kebaikan		Amsal Salomo
1c87607f2be52f97ba77f044e34c8bf50ebe6a87cf9f396ef03196131e00a103	Aku sangat tertarik untuk belajar di luar negeri.		http://tatoeba.org
1c891f582d0b566f6d7b77f6785a7ef4a3e4bce9d126672a8e992b707d46fefd	Tom ingin menghabiskan sedikit waktu berdua dengan Mary.		http://tatoeba.org
1c8abba7ab4f9bf69f420e58f06874cc8dd7a4832dfa7ec4ea4631195cabdd69	Jangan lupa besok dia harus pergi membayar tagihannya.		http://tatoeba.org
1c8aee491f8202d2d84627701b2d1fdf1adca3d01688d6966eab12afe277a301	Saya perlu mengambil uang di bank.		http://tatoeba.org
1c99bd807ffaae3160ec07b8ac9091b9f8419e6997ae099e6caafa35cfd2f6fa	bunga-bungaan yang elok itu seakan-akan membisikkan sesuatu yang gaib kepada penyair itu		example sentences from dictionaries
1ca070eb6ae48f77f6bf921bb16255a5d173639b21c178677f1b3650d71e3868	Aku membawakanmu sesuatu.		http://tatoeba.org
1caaa9401009b91be32137ae4b1e8b299d11fc1e558f28c2ad616636da8ed92b	Aku tidak tahu kalau tahu itu seenak ini rasanya.		http://tatoeba.org
1cba4cdfbe6c01bb754a1ad33cb4e4e5deed0d7e565d5a5bc5aecd03592a6f1b	Kalau sorak dahulu daripada tohok, tidak mati babi		Peribahasa Indonesia (Common Indonesian sayings/proverbs)
1cce885d3f845afe2f82dd17919a5ea60060426d24b1698f8dd72916e68d1ba9	Dengan mulut mereka, orang-orang munafik menghancurkan sesamanya, tetapi oleh pengetahuan, orang benar diselamatkan.		Amsal Salomo
1cd51e7ab5ac62c43f3de2f3bf5be9e79d5e57582e48d55c0d42193d4d2c5458	api mulai berkobar dari arah hutan alang-alang		example sentences from dictionaries
1cd680a4ee6ee6106a812aa2257b021ec67213c678922effa05a1443e68a400e	Mereka berkata seperti apa?		http://tatoeba.org
1cdffda1b64f548d04534c97ce7ab085d39201585f49e5a1d8b4b51b83aa2878	Tidak ada yang mengerti omong kosong Omar.		http://tatoeba.org
1ce1bb43ede6c58a53a0a0759d1ee0f754a073884f1caa0575ed23a72431b14d	Ayahku selingkuh lagi		Personal source
1ce823f07bd65b2476b8cd4cf19fa41aeb78e734bcb030f7d998c92c3d362625	Tom punya gaji yang lumayan.		http://tatoeba.org
1ce90194c52f0e760db9769617ea449060a5620e116ec4ca7d700e38af8472a1	adalah kenyataan ironis bahwa pemerintah masih harus mengimpor bahan pangan dari negara tetangga		example sentences from dictionaries
1cf99a356771e61a1e27878123d7033d3836a444574dbf882e7e236e6c44e62f	buku tersebut merupakan cuatan dari hasil karyanya selama ini		example sentences from dictionaries
1cfb567366c03eaa7f5ccb217fb828c45d8a9a8976b6eac2dd3fe53931675a49	berasnya berhamburan dari karung yang berlubang itu		example sentences from dictionaries
1cfd17b5b6d0250b2109f5f2b5e6f4759310067964cb15c99485a8ebd4689301	Tolong tambah kopinya.		http://tatoeba.org
1cfd5975a22050fff3c87d018a1393d870ad485884d23bbd072aaac4c03d064e	Aku suka film.		http://tatoeba.org
1d02fa138353cd59cd8d533b027e6ac782c4d3bf606ada542923915c1293a59c	ada faktor lain yang menghasilkan segala usaha kita ini		example sentences from dictionaries
1d046c66bde58fc6403669bc3e87e0ac1e767bb7b6a669ec328b140831fe8511	bunda raja Ahmad itu peraturan saudara dua pupu kepada ayahanda		example sentences from dictionaries
1d0831eb93f6ffc2a3172b321692f42579958a28a4c850d9879e84cdb316e276	Jangan tinggalkan dokumennya!		http://tatoeba.org
1d0b17f9b709189f309e512c0365a1b5d3e656840e5f9ac2ab8cd52076d9a8ac	berilah penegasan kepadaku, engkau hendak pindah dari sini atau tidak		example sentences from dictionaries
1d0f4d23e0f6e600df66ebb50f0058f82a5dd74fb1fff4fff43f79661afb92cb	Aku alergi pada karet sintetis.		http://tatoeba.org
1d27fc36f81728b180c166208e3459c0397f2aaa2f819b09f8065b4d133cdd71	Dia adalah pria yang sangat dingin.		http://tatoeba.org
1d2d7d3714465f4c7e8f3595340af709fe4595ad5522a72e00ac3de9b1dad93f	anak masih bau kencur sudah berpacaran		example sentences from dictionaries
1d336b3ea1a63418f6a292f391dce3769fbe564c52c19f1f8b35ae8ee8569a00	Tom menyukainya.		http://tatoeba.org
1d3ed64a82fbe7f1d1c6f36d7cb57e5c7ba81cbc4b72c82203d8aee22df75e7a	ada pula yang curiah, belum ditanya sudah menyebutkan namanya		example sentences from dictionaries
1d4526257b72c672edcdf03db2965381e0012735714607e777454789b8acf5d0	Sekarang dengarlah baik-baik, ini mungkin akan menjadi kata-kata terakhirku.		http://tatoeba.org
1d45d8a8cbce0ed970e710ffbbbfd7c26bbeb82761cbf29fbb23173e772cc492	Terdapat beberapa kesalahan pada karanganmu.		http://tatoeba.org
1d571e106e50981d9ab724909290cbe3c988a2aec91bcb0771de6450a8dc20ef	ayahnya menjadi guru		example sentences from dictionaries
1d6c33ddfb7243fb3b0cbeb0961ab190aec07b7956301a9985e2b56637859e5d	Aku akan melakukan apa yang aku yakini itu benar.		http://tatoeba.org
1d736ec1fcec7efe9f4470297e79d408bef25210a0c2bcc8e0f7d649ab829aa6	buah nangka ini masih terlalu muda untuk dipetik		example sentences from dictionaries
1d7e7d328ec2df9258b56c717534c96e18a0008cc4606fe12cd5c78e8946c269	Aku sudah lama menantikan hal ini.		http://tatoeba.org
1d804595fae7fb429b87997faee97c380814d1e77a624a2f2a7b6cf18d4668b9	Apakah kita pernah bertemu sebelumnya?		http://tatoeba.org
1d87bd48afcbd14da3d83e0ac87bd138dbc124c82de0701b769c16364c2436f9	Mobilku mana?		http://tatoeba.org
1d8c9102a29f06c5963f9e4559c512cf0488040b317a3e541bf32118d46d8673	Kamu boleh mengambil apapun yang kamu suka.		http://tatoeba.org
1d8ed923bedcfc453af936f1cc4f0afb4a36ee88df9560287eb388da408f18e0	Janda kembang itu jadi buah bibir orang-orang di desa.		http://tatoeba.org
1d8f8b51aeb9e052b144ac5f387cbe49e04ad1451da1458215c76fd7c89ea11c	berpegang pada aturan-aturan yang telah ada		example sentences from dictionaries
1d8fa1bb4bf0c9ec0b829d4b08c68eb156e0632eeafb4f3682ea5b859df22fa0	Apa kamu membiarkan jendelanya terbuka?		http://tatoeba.org
1d9060eb8aed6589fce47368a8e6ca5b2361251e8f7adb8046bca199b84ba597	Dia sudah bisa membaca huruf yang cukup		http://tatoeba.org
1d95ce89d681b0a93dbe549bdf2a80dc21531f2e9242c64c3aa8ab66d6d3bc8a	Hujan terus turun hingga sehari penuh.		http://tatoeba.org
1d9d3d7567bafe40b4d0d00ce37676fb28fb2ad9d9c127eea3dfe57ddbe5c23d	ada petugas khusus yang bertugas mengecap surat-surat dinas		example sentences from dictionaries
1da2b1d9d48a32049b2e447ce0e8d364b08ba28ffe8f285ab44eb65d7e0c98eb	banyak cerita mengandung tamsil untuk kanak-kanak		example sentences from dictionaries
1db1a2a071d1f3989759bdac884eef08e69a52f0a0a0ea3a9e1ad51c2a4d4b66	Biarkan aku memeriksanya.		http://tatoeba.org
1dba5e4aacd220eac46aa087d9c5d4193af50f13f55b090629500e6aaf6fe6c5	Barang tergenggam jatuh terlepas		Peribahasa Indonesia (Common Indonesian sayings/proverbs)
1dbb1c88fa0ef2f283cb561864b154e307d0b41e97328a5d34104083c085fdcf	Jangan mengelus-elus kepalaku seakan aku ini masih anak kecil!		http://tatoeba.org
1dd86a9f9ce9fb966d7747e893021a3d688b0b47bee9a4d5e570989867ae1c74	bola sudah melewati garis masuk ke daerah penjaga gawang		example sentences from dictionaries
1dd9c22b99e27dea119f2d56e512acad55fc3d362a88d0d9cc2e4a6b3d265ed7	Kami mencoba.		http://tatoeba.org
1ddd9931d130effe5d9d5349abdd8560014b44e8c88034477f1ba70c74c7e5bc	biarlah kabur kilat kalimantang, tetapi di hatiku terang-temerang		example sentences from dictionaries
1de53d9a5d476ca7a3b6a2ff5d5747553f44e30aaf5f2a275f586b9c3765ba7f	Aku mendapatkan sebuah gelas plastik.		http://tatoeba.org
1de66eaed1bfe5aed156aa1af76e16dc375796f65e0cd3644dd7b15eda0dd0eb	Tuhan itu jauh dari orang fasik, tetapi Dia mendengar doa orang benar.		Amsal Salomo
1de83e01aa3b3b48892f4e0844465091524bd935312bc46bca01f1edd2889d67	banyak yang tidak puas akan pengadilan hakim itu		example sentences from dictionaries
1deaa1d2a96eb880d1494b7470b671b4a419e33e6b81a9297e9c941833b23223	anjingnya lepas		example sentences from dictionaries
1defd85949d7c3994410a2ab41f794f6777573a4e188371be6d5a61e17e5ce88	Tom tidak seperti dirinya hari ini.		http://tatoeba.org
1df38ad7e91f370d80e05dc5c06ee2991406812d016448f40bfa62bf8ab489f5	Dia tidak muda ya.		http://tatoeba.org
1df38f05775e9bead4389f96af811229876bbbfcc83c1ac47662eb94945c366c	Kita akan bertemu di hari Kamis pagi.		http://tatoeba.org
1e00ed485050d4d41d96b09d68d4eb2290829360cb27d55c178a28adf1123047	bajunya terdedah sehingga tampaklah kaus kutang baru yang dikenakannya		example sentences from dictionaries
1e025aef8c3741b093565a928a58b8e44403c63ccde76f6fcd311970b883ba14	Seberapa sering kamu pergi ke luar negeri?		http://tatoeba.org
1e0360ace249b2d4cc5ed1d2cb27ecccc4b50867f57be1337393e8153b089e17	Omong kosong!		http://tatoeba.org
1e0642cb876470906cc18eaa9801ef36f5c3c341fc9f2ce0f210cba6d6caf0b4	Dia khawatir dengan Tom.		http://tatoeba.org
1e097bc933ee5ce488066da82f6924d90e8557817c993795496e6911fda7f954	Apakah kamu membuat sendiri boneka ini?		http://tatoeba.org
1e121e290794465ae8029a0182855a47bb23d0e9e5aa391be57c1be1fe2fbb5e	Aku menyimpan sepatu itu di lemari.		Self Citation
1e1603a7afc7542349de92fe95c1a452df9ac61592a003a8b4398662ed036a8d	Apa kabar, Tom?		http://tatoeba.org
1e1916422a33e900623824dc90867f037588d9544fa2acfc84b4b5c5edc896e2	Bolehkah aku menanyakan beberapa hal?		http://tatoeba.org
1e19f8b51162d73e091aba36b18653a643b54cf0f4590b5a6297f0a901e30b03	Tercengang puar bergerak andilau		Peribahasa Indonesia (Common Indonesian sayings/proverbs)
1e2f442357788924d975b4b82e0cc12d86cd9c5b7d5edbc8e5e7cde2d849f8d5	baju permaisuri bertatahkan rakna mutu manikam		example sentences from dictionaries
1e3467cba8e143281f5ba2abc6a62be7de401f9919160f84d2fcf2ecf065de5f	Sebaiknya kamu tidak pergi ke sana.		http://tatoeba.org
1e382d49728d87770cc8492150a15ee99e8efe5b5b6483548c300f7779dcf3d6	Kepadamu.		http://tatoeba.org
1e3921905b9a9edcb2fbed721c4949be4aa7d1fb6ae58ef6f599151ce01cb1e5	Sekarang sedang makan apel.		http://tatoeba.org
1e5db38a549a9a934cd32c241854a36901755d73285d296feebfe0ab554d01be	bola besi yang berat itu menggelek perlahan-lahan		example sentences from dictionaries
